BID,Nearest_FID,N,M,block_M
1000515,7413,0,0.0,0.34020618556701
1001514,7537,0,0.0,0.832474226804124
1001515,7537,1,0.711340206185567,0.711340206185567
1002514,7537,0,0.0,0.88659793814433
1003514,7537,0,0.0,0.989690721649485
1003515,7537,1,0.824742268041237,0.850515463917526
1004515,7537,0,0.0,0.891752577319588
1005514,7537,0,0.0,0.984536082474227
1005515,7413,0,0.0,0.585051546391753
1006514,7537,0,0.0,0.93298969072165
1006515,7537,0,0.0,0.391752577319588
1007515,7537,0,0.0,0.0670103092783505
1008514,7537,0,0.0,0.974226804123711
1008515,7537,0,0.0,0.298969072164948
1008516,9689,1,0.644329896907217,0.634020618556701
1009515,7537,1,0.865979381443299,0.865979381443299
1009516,9689,0,0.0,0.211340206185567
1010514,7537,0,0.0,0.927835051546392
1010515,7537,1,0.876288659793814,0.876288659793814
1011514,7537,0,0.0,0.737113402061856
1011515,7537,1,0.747422680412371,0.747422680412371
1011516,9689,0,0.0,0.804123711340206
1012514,7537,0,0.0,0.742268041237113
1012515,7537,0,0.0,0.149484536082474
1012516,9689,0,0.0,0.721649484536082
1013514,7537,0,0.0,0.845360824742268
1013515,7537,1,0.701030927835051,0.701030927835051
1013516,9689,0,0.0,0.788659793814433
1014514,7537,0,0.0,0.917525773195876
1014515,7537,0,0.0,0.561855670103093
1014516,9689,0,0.0,0.963917525773196
1015515,7413,0,0.0,0.268041237113402
1015516,9689,0,0.0,0.943298969072165
1016514,7537,0,0.0,0.948453608247423
1016515,7413,0,0.0,0.345360824742268
1016516,9689,0,0.0,0.762886597938144
1017514,7537,0,0.0,0.798969072164949
1017515,7413,0,0.0,0.0567010309278351
1017516,9689,1,0.855670103092783,0.860824742268041
1018514,7537,0,0.0,0.757731958762887
1018515,7413,0,0.0,0.350515463917526
1018516,9689,0,0.0,0.15979381443299
1019514,7537,0,0.0,0.979381443298969
1019515,7413,0,0.0,0.335051546391753
1019516,9689,0,0.0,0.0515463917525773
1020514,7537,0,0.0,0.824742268041237
1020515,7413,0,0.0,0.551546391752577
1020516,9689,0,0.0,0.45360824742268
1021514,7537,0,0.0,0.902061855670103
1021515,7413,0,0.0,0.520618556701031
1022515,7413,0,0.0,0.458762886597938
1023514,7537,0,0.0,0.958762886597938
1023515,7413,0,0.0,0.0618556701030928
1024514,7537,0,0.0,0.907216494845361
1024515,7413,0,0.0,0.474226804123711
1024516,9689,0,0.0,0.881443298969072
1025514,7537,0,0.0,0.814432989690722
1025515,7413,0,0.0,0.525773195876289
1025516,9689,1,0.819587628865979,0.819587628865979
1026514,7537,0,0.0,0.871134020618557
1026515,7413,0,0.0,0.530927835051546
1026516,9689,0,0.0,0.608247422680412
1027515,7413,0,0.0,0.139175257731959
1027516,9689,0,0.0,0.262886597938144
1028515,7413,0,0.0,0.479381443298969
2000514,7537,0,0.0,0.768041237113402
2000515,7537,0,0.0,0.969072164948454
2001514,7537,0,0.0,0.170103092783505
2001515,7537,0,0.0,0.994845360824742
2002515,7537,0,0.0,0.896907216494845
2002516,9689,0,0.0,0.809278350515464
2003514,7537,0,0.0,0.489690721649485
2003515,7537,0,0.0,0.84020618556701
2003516,9689,0,0.0,0.912371134020619
2004514,7537,0,0.0,0.463917525773196
2004515,7537,1,0.634020618556701,0.649484536082474
2004516,9689,0,0.0,0.95360824742268
2005514,7537,0,0.0,0.427835051546392
2005515,7537,1,0.695876288659794,0.695876288659794
2005516,9689,0,0.0,0.938144329896907
2006515,7413,0,0.0,0.190721649484536
2006516,9689,0,0.0,0.27319587628866
2007515,7413,1,0.603092783505155,0.603092783505155
2007516,9689,1,0.685567010309278,0.680412371134021
2008515,7413,1,0.757731958762887,0.783505154639175
2008516,9689,0,0.0,0.585051546391753
2009514,7537,0,0.0,0.685567010309278
2009515,7413,0,0.0,0.5
2009516,9689,1,0.577319587628866,0.577319587628866
2010514,7537,0,0.0,0.65979381443299
2010515,7413,0,0.0,0.536082474226804
2010516,9689,0,0.0,0.201030927835052
2011515,7413,0,0.0,0.0876288659793814
2011516,9689,1,0.783505154639175,0.778350515463918
2012515,7413,0,0.0,0.221649484536082
2012516,9689,1,0.618556701030928,0.618556701030928
2013515,7413,0,0.0,0.164948453608247
2013516,9689,1,0.84020618556701,0.832474226804124
2014515,7413,0,0.0,0.108247422680412
2015515,7413,0,0.0,0.206185567010309
2016515,7413,0,0.0,0.43298969072165
2016516,9689,0,0.0,0.422680412371134
2017515,7413,0,0.0,0.0309278350515464
2017516,9689,0,0.0,0.077319587628866
2018515,7413,0,0.0,0.0103092783505155
2018516,9689,0,0.0,0.22680412371134
2019515,7413,0,0.0,0.644329896907217
2019516,9689,0,0.0,0.469072164948454
2020515,7413,1,0.788659793814433,0.793814432989691
2020516,9689,0,0.0,0.0051546391752577
2021516,9689,0,0.0,0.288659793814433
2022515,7537,0,0.0,1.0
2022516,9689,1,0.860824742268041,0.855670103092783
2023516,9689,0,0.0,0.510309278350515
2024516,9689,0,0.0,0.247422680412371
2025516,9689,0,0.0,0.484536082474227
2026516,9689,0,0.0,0.443298969072165
2027516,9689,0,0.0,0.0154639175257732
2029516,9689,0,0.0,0.402061855670103
2030516,9689,0,0.0,0.0257731958762887
2034516,7413,0,0.0,0.0206185567010309
2035516,7413,0,0.0,0.252577319587629
2036516,7413,0,0.0,0.56701030927835
2037516,7413,0,0.0,0.324742268041237
2038516,7413,0,0.0,0.231958762886598
2039516,9689,0,0.0,0.381443298969072
2040516,9689,0,0.0,0.319587628865979
2041516,9689,0,0.0,0.376288659793814
2042516,7413,0,0.0,0.0927835051546392
2045516,9689,0,0.0,0.175257731958763
2046516,9689,0,0.0,0.038659793814433
2047516,7413,0,0.0,0.0463917525773196
2048516,7413,0,0.0,0.185567010309278
2049516,7413,0,0.0,0.417525773195876
2050516,7413,0,0.0,0.0824742268041237
2051516,7413,0,0.0,0.038659793814433
2052516,7413,0,0.0,0.242268041237113
3000514,7413,0,0.0,0.72680412371134
3001514,7413,0,0.0,0.448453608247423
3002514,7413,0,0.0,0.180412371134021
3003514,7413,0,0.0,0.556701030927835
3005514,7413,0,0.0,0.922680412371134
3006514,7413,0,0.0,0.572164948453608
3007514,7413,0,0.0,0.144329896907216
3010514,7413,0,0.0,0.543814432989691
3011514,7413,0,0.0,0.115979381443299
3012514,7413,0,0.0,0.38659793814433
3013514,7413,0,0.0,0.365979381443299
3014514,7413,0,0.0,0.0721649484536082
3015514,7413,0,0.0,0.283505154639175
3016514,7413,0,0.0,0.675257731958763
3017514,7413,0,0.0,0.61340206185567
3018514,7413,0,0.0,0.396907216494845
3019514,7413,0,0.0,0.438144329896907
3020514,7413,0,0.0,0.128865979381443
3021514,7413,0,0.0,0.40979381443299
3025514,7537,0,0.0,0.639175257731959
3026514,7537,0,0.0,0.670103092783505
3027514,7537,0,0.0,0.103092783505155
3028514,7537,0,0.0,0.237113402061856
3029514,7537,0,0.0,0.257731958762887
3030514,7537,0,0.0,0.731958762886598
