BID,Nearest_FID,N_Metric_dyne,N_Metric_dyn1,N_Metric_dyn2,N_Metric_dyn3,block_M
1000515,7413,-0.211340206185567,-0.211340206185567,-0.211340206185567,-0.211340206185567,0.211340206185567
1001514,7537,-0.737113402061856,-0.737113402061856,-0.737113402061856,-0.737113402061856,0.731958762886598
1001515,7537,-0.407216494845361,-0.407216494845361,-0.407216494845361,-0.407216494845361,0.396907216494845
1002514,7537,0.0,0.0,0.0,0.0,0.783505154639175
1003514,7537,0.0,0.0,0.0,0.0,0.974226804123711
1003515,7537,-0.881443298969072,-0.881443298969072,-0.881443298969072,-0.881443298969072,0.871134020618557
1004515,7537,0.0,0.0,0.0,0.0,0.969072164948454
1005514,7537,0.0,0.0,0.0,0.0,0.963917525773196
1005515,7413,0.0,0.0,0.0,0.0,0.559278350515464
1006514,7537,0.0,0.0,0.0,0.0,0.927835051546392
1006515,7537,0.0,0.0,0.0,0.0,0.350515463917526
1007515,7537,0.0,0.0,0.0,0.0,0.0515463917525773
1008514,7537,0.0,0.0,0.0,0.0,0.994845360824742
1008515,7537,0.0,0.0,0.0,0.0,0.319587628865979
1008516,9689,-0.201030927835052,-0.201030927835052,-0.201030927835052,-0.201030927835052,0.237113402061856
1009515,7537,-0.84020618556701,-0.84020618556701,-0.84020618556701,-0.84020618556701,0.835051546391753
1009516,9689,-0.190721649484536,0.0,-0.190721649484536,-0.190721649484536,0.185567010309278
1010514,7537,0.0,0.0,0.0,0.0,0.865979381443299
1010515,7537,-0.814432989690722,-0.814432989690722,-0.814432989690722,-0.814432989690722,0.809278350515464
1011514,7537,0.0,0.0,0.0,0.0,0.505154639175258
1011515,7537,-0.608247422680412,-0.608247422680412,-0.608247422680412,-0.608247422680412,0.592783505154639
1011516,9689,0.0,0.0,0.0,0.0,0.716494845360825
1012514,7537,0.0,0.0,0.0,0.0,0.412371134020619
1012515,7537,0.0,0.0,0.0,0.0,0.164948453608247
1012516,9689,0.0,0.0,0.0,0.0,0.530927835051546
1013514,7537,0.0,0.0,0.0,0.0,0.628865979381443
1013515,7537,-0.43298969072165,-0.43298969072165,-0.43298969072165,-0.43298969072165,0.422680412371134
1013516,9689,0.0,-0.798969072164949,0.0,0.0,0.788659793814433
1014514,7537,0.0,0.0,0.0,0.0,0.88659793814433
1014515,7537,0.0,0.0,0.0,0.0,0.559278350515464
1014516,9689,0.0,-0.989690721649485,-0.989690721649485,0.0,0.989690721649485
1015515,7413,0.0,0.0,0.0,0.0,0.170103092783505
1015516,9689,0.0,0.0,0.0,0.0,0.958762886597938
1016514,7537,0.0,0.0,0.0,0.0,0.845360824742268
1016515,7413,0.0,0.0,0.0,0.0,0.219072164948454
1016516,9689,0.0,0.0,0.0,0.0,0.747422680412371
1017514,7537,0.0,0.0,0.0,0.0,0.824742268041237
1017515,7413,0.0,0.0,0.0,0.0,0.0257731958762887
1017516,9689,-0.783505154639175,-0.783505154639175,-0.783505154639175,-0.783505154639175,0.793814432989691
1018514,7537,0.0,-0.61340206185567,-0.61340206185567,-0.61340206185567,0.603092783505155
1018515,7413,0.0,0.0,0.0,0.0,0.304123711340206
1018516,9689,0.0,0.0,0.0,0.0,0.103092783505155
1019514,7537,0.0,0.0,-0.948453608247423,-0.948453608247423,0.943298969072165
