BID,Nearest_FID,N_Metric_dyne,N_Metric_dyn1,N_Metric_dyn2,N_Metric_dyn3,block_M
1000515,7413,-0.288659793814433,0.0,0.0,-0.288659793814433,0.288659793814433
1001514,7537,0.0,-0.757731958762887,-0.757731958762887,-0.757731958762887,0.757731958762887
1001515,7537,-0.448453608247423,-0.448453608247423,-0.448453608247423,-0.448453608247423,0.448453608247423
1002514,7537,0.0,0.0,0.0,0.0,0.809278350515464
1003514,7537,0.0,0.0,0.0,0.0,0.979381443298969
1003515,7537,-0.907216494845361,-0.907216494845361,-0.907216494845361,-0.907216494845361,0.907216494845361
1004515,7537,0.0,0.0,0.0,0.0,0.95360824742268
1005514,7537,0.0,0.0,0.0,0.0,0.969072164948454
1005515,7413,0.0,0.0,0.0,0.0,0.628865979381443
1006514,7537,0.0,0.0,0.0,0.0,0.943298969072165
1006515,7537,0.0,0.0,0.0,0.0,0.38659793814433
1007515,7537,0.0,0.0,0.0,0.0,0.0670103092783505
1008514,7537,0.0,0.0,0.0,0.0,0.989690721649485
1008515,7537,0.0,0.0,0.0,0.0,0.311855670103093
1008516,9689,0.319587628865979,0.319587628865979,0.319587628865979,0.319587628865979,0.319587628865979
1009515,7537,-0.860824742268041,-0.860824742268041,-0.860824742268041,-0.860824742268041,0.860824742268041
1009516,9689,0.0,0.0,0.0,0.0,0.206185567010309
1010514,7537,0.0,0.0,0.0,0.0,0.891752577319588
1010515,7537,-0.84020618556701,-0.84020618556701,-0.84020618556701,-0.84020618556701,0.84020618556701
1011514,7537,0.0,0.0,0.0,0.0,0.530927835051546
1011515,7537,-0.65979381443299,-0.65979381443299,-0.65979381443299,-0.65979381443299,0.65979381443299
1011516,9689,0.0,0.0,0.0,0.0,0.721649484536082
1012514,7537,0.0,0.0,0.0,0.0,0.45360824742268
1012515,7537,0.0,0.0,0.0,0.0,0.134020618556701
1012516,9689,0.0,0.0,0.0,0.0,0.551546391752577
1013514,7537,0.0,0.0,0.0,0.0,0.675257731958763
1013515,7537,-0.479381443298969,-0.479381443298969,-0.479381443298969,-0.479381443298969,0.479381443298969
1013516,9689,0.0,0.0,0.0,0.0,0.788659793814433
1014514,7537,0.0,0.0,0.0,0.0,0.896907216494845
1014515,7537,0.0,0.0,0.0,0.0,0.608247422680412
1014516,9689,0.0,0.0,0.0,0.0,0.984536082474227
1015515,7413,0.0,0.0,0.0,0.0,0.221649484536082
1015516,9689,0.0,0.0,0.0,0.0,0.963917525773196
1016514,7537,0.0,0.0,0.0,0.0,0.865979381443299
1016515,7413,0.0,0.0,0.0,0.0,0.298969072164948
1016516,9689,0.0,0.0,0.0,0.0,0.752577319587629
1017514,7537,0.0,0.0,0.0,0.0,0.824742268041237
1017515,7413,0.0,0.0,0.0,0.0,0.0309278350515464
1017516,9689,-0.829896907216495,-0.829896907216495,-0.829896907216495,-0.829896907216495,0.829896907216495
1018514,7537,0.0,0.0,0.0,0.0,0.634020618556701
1018515,7413,0.0,0.0,0.0,0.0,0.329896907216495
1018516,9689,0.0,0.0,0.0,0.0,0.108247422680412
1019514,7537,0.0,0.0,0.0,0.0,0.958762886597938
1019515,7413,0.0,0.0,0.0,0.0,0.311855670103093
1019516,9689,0.0,0.0,0.0,0.0,0.0463917525773196
1020514,7537,0.0,0.0,0.0,0.0,0.793814432989691
1020515,7413,0.0,0.0,0.0,0.0,0.664948453608247
1020516,9689,0.0,0.0,0.0,0.0,0.443298969072165
1021514,7537,0.0,0.0,0.0,0.0,0.804123711340206
1021515,7413,0.0,0.0,0.0,0.0,0.644329896907217
1022515,7413,0.0,0.0,0.0,0.0,0.494845360824742
1023514,7537,0.0,0.0,0.0,0.0,0.912371134020619
1023515,7413,0.0,0.0,0.0,0.0,0.0618556701030928
1024514,7537,0.0,0.0,0.0,0.0,0.881443298969072
1024515,7413,0.0,0.0,0.0,0.0,0.489690721649485
1024516,9689,0.0,0.0,0.0,0.0,0.948453608247423
1025514,7537,0.0,0.0,-0.701030927835051,0.0,0.701030927835051
1025515,7413,0.0,0.0,0.0,0.0,0.639175257731959
1025516,9689,-0.835051546391753,-0.835051546391753,-0.835051546391753,-0.835051546391753,0.835051546391753
1026514,7537,0.0,0.0,0.0,0.0,0.731958762886598
1026515,7413,0.0,0.0,0.0,0.0,0.592783505154639
1026516,9689,0.0,0.0,0.0,0.0,0.695876288659794
1027515,7413,0.0,0.0,0.0,0.0,0.0876288659793814
1027516,9689,0.0,0.0,0.0,0.0,0.247422680412371
1028515,7413,0.0,0.0,0.0,0.0,0.438144329896907
2000514,7537,0.0,0.0,0.0,0.0,0.72680412371134
2000515,7537,0.0,0.0,0.0,0.0,0.938144329896907
2001514,7537,0.0,0.0,0.0,0.0,0.252577319587629
2001515,7537,0.0,0.0,0.0,0.0,1.0
2002515,7537,0.0,0.0,0.0,0.0,0.845360824742268
2002516,9689,0.0,0.0,0.0,0.0,0.762886597938144
2003514,7537,0.0,0.0,0.0,0.0,0.649484536082474
2003515,7537,0.0,0.0,0.0,0.0,0.871134020618557
2003516,9689,0.0,0.0,0.0,0.0,0.974226804123711
2004514,7537,0.0,0.0,0.0,0.0,0.597938144329897
2004515,7537,-0.335051546391753,-0.335051546391753,-0.335051546391753,-0.335051546391753,0.335051546391753
2004516,9689,0.0,0.0,0.0,0.0,0.93298969072165
2005514,7537,0.0,0.0,0.0,0.0,0.577319587628866
2005515,7537,0.427835051546392,-0.427835051546392,-0.427835051546392,-0.427835051546392,0.427835051546392
2005516,9689,0.0,0.0,0.0,0.0,0.927835051546392
2006515,7413,0.0,0.0,0.0,0.0,0.139175257731959
2006516,9689,0.0,0.0,0.0,0.0,0.283505154639175
2007515,7413,-0.195876288659794,-0.195876288659794,-0.195876288659794,-0.195876288659794,0.190721649484536
2007516,9689,-0.262886597938144,-0.262886597938144,-0.262886597938144,0.262886597938144,0.262886597938144
2008515,7413,-0.739690721649485,-0.739690721649485,-0.739690721649485,-0.739690721649485,0.739690721649485
2008516,9689,0.0,0.0,0.0,0.0,0.680412371134021
2009514,7537,0.0,0.0,0.0,0.0,0.917525773195876
2009515,7413,0.0,0.0,0.0,0.0,0.512886597938144
2009516,9689,-0.206185567010309,0.206185567010309,0.206185567010309,0.206185567010309,0.211340206185567
2010514,7537,0.0,0.0,0.0,0.0,0.876288659793814
2010515,7413,0.0,0.0,0.0,0.0,0.615979381443299
2010516,9689,0.0,0.0,0.0,0.0,0.195876288659794
2011515,7413,0.0,0.0,0.0,0.0,0.077319587628866
2011516,9689,-0.582474226804124,-0.582474226804124,0.582474226804124,-0.582474226804124,0.603092783505155
2012515,7413,0.0,0.0,0.0,0.0,0.231958762886598
2012516,9689,0.0979381443298969,0.0979381443298969,0.0979381443298969,0.0979381443298969,0.103092783505155
2013515,7413,0.0,0.0,0.0,0.0,0.123711340206186
2013516,9689,-0.685567010309278,-0.685567010309278,-0.685567010309278,-0.685567010309278,0.685567010309278
2014515,7413,0.0,0.0,0.0,0.0,0.0979381443298969
2015515,7413,0.0,0.0,0.0,0.0,0.237113402061856
2016515,7413,0.0,0.0,0.0,0.0,0.5
2016516,9689,0.0,0.0,0.0,0.0,0.463917525773196
2017515,7413,0.0,0.0,0.0,0.0,0.0515463917525773
2017516,9689,0.0,0.0,0.0,0.0,0.0721649484536082
2018515,7413,0.0,0.0,0.0,0.0,0.0154639175257732
2018516,9689,0.0,0.0,0.0,0.0,0.144329896907216
2019515,7413,0.0,0.0,0.0,0.0,0.783505154639175
2019516,9689,0.0,0.0,0.0,0.0,0.43298969072165
2020515,7413,-0.768041237113402,-0.768041237113402,-0.768041237113402,-0.768041237113402,0.768041237113402
2020516,9689,0.0,0.0,0.0,0.0,0.0051546391752577
2021516,9689,0.0,0.0,0.0,0.0,0.27319587628866
2022515,7537,0.0,0.0,0.0,0.0,0.994845360824742
2022516,9689,-0.739690721649485,-0.739690721649485,-0.739690721649485,-0.739690721649485,0.739690721649485
2023516,9689,0.0,0.0,0.0,0.0,0.541237113402062
2024516,9689,0.0,0.0,0.0,0.0,0.170103092783505
2025516,9689,0.0,0.0,0.0,0.0,0.469072164948454
2026516,9689,0.0,0.0,0.0,0.0,0.396907216494845
2027516,9689,0.0,0.0,0.0,0.0,0.0103092783505155
2029516,9689,0.0,0.0,0.0,0.0,0.407216494845361
2030516,9689,0.0,0.0,0.0,0.0,0.0360824742268041
2034516,7413,0.0,0.0,0.0,0.0,0.0206185567010309
2035516,7413,0.0,0.0,0.0,0.0,0.175257731958763
2036516,7413,0.0,0.0,0.0,0.0,0.615979381443299
2037516,7413,0.0,0.0,0.0,0.0,0.278350515463918
2038516,7413,0.0,0.0,0.0,0.0,0.180412371134021
2039516,9689,0.0,0.0,0.0,0.0,0.371134020618557
2040516,9689,0.0,0.0,0.0,0.0,0.293814432989691
2041516,9689,0.0,0.0,0.0,0.0,0.355670103092784
2042516,7413,0.0,0.0,0.0,0.0,0.0927835051546392
2045516,9689,0.0,0.0,0.0,0.0,0.11340206185567
2046516,9689,0.0,0.0,0.0,0.0,0.0412371134020619
2047516,7413,0.0,0.0,0.0,0.0,0.0257731958762887
2048516,7413,0.0,0.0,0.0,0.0,0.118556701030928
2049516,7413,0.0,0.0,0.0,0.0,0.458762886597938
2050516,7413,0.0,0.0,0.0,0.0,0.0824742268041237
2051516,7413,0.0,0.0,0.0,0.0,0.0567010309278351
2052516,7413,0.0,0.0,0.0,0.0,0.268041237113402
3000514,7413,0.0,0.0,0.0,0.0,0.623711340206186
3001514,7413,0.0,0.0,0.0,0.0,0.587628865979381
3002514,7413,0.0,0.0,0.0,0.0,0.257731958762887
3003514,7413,0.0,0.0,0.0,0.0,0.716494845360825
3005514,7413,0.0,0.0,0.0,0.0,0.855670103092783
3006514,7413,0.0,0.0,0.0,0.0,0.747422680412371
3007514,7413,0.0,0.0,0.0,0.0,0.22680412371134
3010514,7413,0.0,0.0,0.0,0.0,0.708762886597938
3011514,7413,0.0,0.0,0.0,0.0,0.162371134020619
3012514,7413,0.0,0.0,0.0,0.0,0.54639175257732
3013514,7413,0.0,0.0,0.0,0.0,0.505154639175258
3014514,7413,0.0,0.0,0.0,0.0,0.128865979381443
3015514,7413,0.0,0.0,0.0,0.0,0.365979381443299
3016514,7413,0.0,0.0,0.0,0.0,0.902061855670103
3017514,7413,0.0,0.0,0.0,0.0,0.798969072164949
3018514,7413,0.0,0.0,0.0,0.0,0.561855670103093
3019514,7413,0.0,0.0,0.0,0.0,0.582474226804124
3020514,7413,0.0,0.0,0.0,0.0,0.201030927835052
3021514,7413,0.0,0.0,0.0,0.0,0.569587628865979
3025514,7537,0.0,0.0,0.0,0.0,0.422680412371134
3026514,7537,0.0,0.0,0.0,0.0,0.88659793814433
3027514,7537,0.0,0.0,0.0,0.0,0.154639175257732
3028514,7537,0.0,0.0,0.0,0.0,0.345360824742268
3029514,7537,0.0,0.0,0.0,0.0,0.350515463917526
3030514,7537,0.0,0.0,0.0,0.0,0.512886597938144
3031514,7537,0.0,0.0,0.0,0.0,0.654639175257732
3032514,7537,0.0,0.0,0.0,0.0,0.536082474226804
3033514,7537,0.0,0.0,0.0,0.0,0.525773195876289
3034514,7537,0.0,0.0,0.0,0.0,0.381443298969072
3036514,7537,0.0,0.0,0.0,0.0,0.402061855670103
3037514,7537,0.0,0.0,0.0,0.0,0.556701030927835
3038514,7537,0.0,0.0,0.0,0.0,0.304123711340206
3039514,7537,0.0,0.0,0.0,0.0,0.569587628865979
3040514,7413,0.0,0.0,0.0,0.0,0.412371134020619
3041514,7413,0.0,0.0,0.0,0.0,0.520618556701031
3042514,7413,0.0,0.0,0.0,0.0,0.34020618556701
3043514,7413,0.0,0.0,0.0,0.0,0.850515463917526
3044514,7413,0.0,0.0,0.0,0.0,0.376288659793814
3045514,7413,0.0,0.0,0.0,0.0,0.185567010309278
3046514,7413,0.0,0.0,0.0,0.0,0.391752577319588
3047514,7413,0.0,0.0,0.0,0.0,0.242268041237113
3048514,7413,0.0,0.0,0.0,0.0,0.324742268041237
3049514,7413,0.0,0.0,0.0,0.0,0.417525773195876
3050514,7413,0.0,0.0,0.0,0.0,0.484536082474227
3051514,7413,0.0,0.0,0.0,0.0,0.149484536082474
3052514,7413,0.0,0.0,0.0,0.0,0.360824742268041
3054514,7413,0.0,0.0,0.0,0.0,0.819587628865979
3056514,7413,0.0,0.0,0.0,0.0,0.708762886597938
3057514,7413,0.0,0.0,0.0,0.0,0.77319587628866
3058514,7413,0.0,0.0,0.0,0.0,0.690721649484536
3059514,7413,0.0,0.0,0.0,0.0,0.162371134020619
3060514,7413,0.0,0.0,0.0,0.0,0.778350515463918
3061514,7413,0.0,0.0,0.0,0.0,0.474226804123711
3062514,7413,0.0,0.0,0.0,0.0,0.670103092783505
3063514,7413,0.0,0.0,0.0,0.0,0.216494845360825
3064514,7413,0.0,0.0,0.0,0.0,0.814432989690722
3066514,7413,0.0,0.0,0.0,0.0,0.922680412371134
