OID_,Join_Count,TARGET_FID,Field1,USER_Si_No,USER_Roof_Type,USER_Style,USER_Exterior,USER_Patio___deck,USER_Porch,USER_Attached_Garage,USER_Detached_Garage__shed,USER_Elevated,USER_Basement,USER_Building_Type,USER_Building_Diagram,FFH,Longitude,Latitude,PROP_CLASS,COST,CALC_ACRE,YR_CONSTR,DWELL,Areasqft,Occ,NumStories,BldgDmgPct,ContDmgPct,Block_y,Tract,Total,P65Over,P18Under,PNonWhite,PSingleParent,unitcost,Pdamagetotal,Id,OrigFID,Type,POINT_X,POINT_Y,Join_Count_1,TARGET_FID_1,release,capture_da,fake_heigh,OBJECTID_1,X,Y,Z,BUFF_DIST,Shape_Leng,labeled_el,label_elev,height,ORIG_FID,POINT_Z,POINT_M,NodeID
11,1,1358,11,2444,gable,cape cod,alum/ vinyl,yes,no,no,yes,no,yes,not split level ,bd2a,2.596105576000000,-74.572642970000004,40.545132019999997,2,137700,0.114800000000000,1960,1,5000.687987999999677,RES1,1,0.000010000000000,0.000010000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,27.536211083441799,0.000020000000000,0, ,R,471930.283500000019558,623490.241369999945164,1,11,2,6/22/2019-7/13/2019,10,278,143845.955335000006016,190037.548144000000320,13.895832023300001,2.000000000000000,12.564112620700000,13.895832023300001,13.8957996,10.0000000,792,0.000000000000000,nan,7906.000000000000000
12,1,1292,12,2443,gable,cape cod,alum/ vinyl,yes,yes,no,yes,no,yes,not split level ,bd2a,3.156611204000000,-74.572489000000004,40.545202000000003,2,129800,0.114800000000000,1959,1,5000.687987999999677,RES1,1,0.000010000000000,0.000010000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,25.956428457739602,0.000020000000000,0, ,R,471975.987757000024430,623513.907023999956436,1,12,2,6/22/2019-7/13/2019,10,281,143860.232186000008369,190043.519289999996545,14.316360808100001,2.000000000000000,12.564150972500000,14.316360808100001,14.3163996,10.0000000,761,0.000000000000000,nan,7875.000000000000000
13,2,5151,13,2449,gable,cape cod,alum/ vinyl,yes,no,no,yes,no,yes,not split level ,bd2a,2.641192913000000,-74.573579989999999,40.544846990000003,2,194300,0.172200000000000,1959,1,7501.032226999999693,RES1,1,6.213710000000000,7.856452000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,25.903101615883799,14.070162000000000,0, ,R,471665.030241000000387,623385.158601999981329,1,13,2,6/22/2019-7/13/2019,10,258,143766.152293999999529,190002.660582999989856,14.355775202800000,2.000000000000000,12.564155745000001,14.355775202800000,14.3557997,10.0000000,3022,0.000000000000000,nan,10136.000000000000000
14,1,5549,14,3411,gable,colonial,alum/ vinyl,no,yes,no,yes,no,yes,not split level ,bd2a,1.998774409000000,-74.588632039999993,40.534599989999997,2,140100,0.114800000000000,1935,2,5000.687987999999677,RES3A,2,0.000010000000000,0.000010000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,28.016145045680499,0.000020000000000,0, ,R,467493.736488000024110,619666.039209999958985,1,14,2,6/22/2019-10/7/2020,10,298,142487.242327000014484,188874.412989000004018,14.255219775600001,2.000000000000000,12.564131501900000,14.255219775600001,14.2552004,10.0000000,3249,0.000000000000000,nan,10363.000000000000000
15,1,2767,15,3413,gable,cape cod,stone,yes,yes,no,no,no,yes,not split level ,bd2a,2.799138784000000,-74.588401039999994,40.534808990000002,2,146600,0.114800000000000,1950,1,5000.687987999999677,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,29.315966193410102,0.000000000000000,0, ,R,467559.130220999999437,619743.222413999959826,1,15,2,6/22/2019-10/7/2020,10,301,142517.012267000012798,188897.330986999993911,14.675843810500000,2.000000000000000,12.564133540000000,14.675843810500000,14.6758003,10.0000000,1622,0.000000000000000,nan,8736.000000000000000
16,1,3387,16,3412,gable,cape cod,alum/ vinyl,yes,no,no,yes,no,yes,not split level ,bd2a,2.566650152000000,-74.588503959999997,40.534699019999998,2,126200,0.114800000000000,1970,1,5000.687987999999677,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,25.236527514381699,0.000000000000000,0, ,R,467530.317051000020001,619702.551545000053011,1,16,2,6/22/2019-10/7/2020,10,300,142506.383842999988701,188884.148339000006672,14.093675784300000,2.000000000000000,12.564111604900001,14.093675784300000,14.0937004,10.0000000,1978,0.000000000000000,nan,9092.000000000000000
17,1,3252,17,3415,gable,ranch,alum/ vinyl,no,yes,no,yes,no,yes,not split level ,bd2a,2.251031637000000,-74.588185030000005,40.535031990000000,2,103700,0.114800000000000,1960,1,5000.687987999999677,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,20.737146618394501,0.000000000000000,0, ,R,467618.426893999974709,619822.980711000040174,1,17,2,6/22/2019-10/7/2020,10,303,142534.769980999990366,188918.959689999988768,14.453339804600001,2.000000000000000,12.564146014200000,14.453339804600001,14.4533005,10.0000000,1909,0.000000000000000,nan,9023.000000000000000
18,2,1046,19,3418,gable,ranch,alum/ vinyl,yes,yes,no,yes,no,yes,not split level ,bd2a,1.517159820000000,-74.587969029999996,40.535237010000003,2,124500,0.114800000000000,1960,1,5000.687987999999677,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,24.896574291129301,0.000000000000000,0, ,R,467681.184400000027381,619900.691676000016741,1,19,2,6/22/2019-10/7/2020,10,26,142551.024727000010898,188941.874505999992834,14.535721505800000,2.000000000000000,12.564137872300000,14.535721505800000,14.5356998,10.0000000,624,0.000000000000000,nan,7738.000000000000000
19,1,4091,20,3420,gable,ranch,alum/ vinyl,yes,yes,no,yes,no,yes,not split level ,bd2a,1.817508459000000,-74.587761999999998,40.535431010000003,2,116100,0.229600000000000,1950,1,10001.375980000000709,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,11.608402707004300,0.000000000000000,0, ,R,467710.990014999988489,619936.161659999983385,1,20,2,6/22/2019-10/7/2020,10,25,142561.500818000000436,188954.666877000010572,14.343697507300000,2.000000000000000,12.564129913800000,14.343697507300000,14.3437004,10.0000000,2411,0.000000000000000,nan,9525.000000000000000
20,1,3006,21,3425,gable,ranch,alum/ vinyl,yes,yes,no,yes,no,yes,not split level ,bd2a,1.723938942000000,-74.587429990000004,40.535762009999999,2,122800,0.229600000000000,1954,1,10001.375980000000709,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,12.278310529027801,0.000000000000000,0, ,R,467840.717252000002190,620101.094420999987051,1,21,2,6/22/2019-10/7/2020,10,23,142599.695458000001963,189004.416295000002719,13.664088715100000,2.000000000000000,12.564124175400000,13.664088715100000,13.6640997,10.0000000,1762,0.000000000000000,nan,8876.000000000000000
21,1,5062,22,3428,gable,cape cod,alum/ vinyl,no,yes,no,yes,no,yes,not split level ,bd2a,1.983199358000000,-74.587155989999999,40.535970010000000,2,124000,0.137700000000000,1959,1,5998.211914000000434,RES1,1,0.742647000000000,0.990196000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,20.672827465561902,1.732843000000000,0, ,R,467899.086392000026535,620158.136207000003196,1,22,2,6/22/2019-10/7/2020,10,1,142621.665023000008659,189026.148057999991579,13.383463367399999,2.000000000000000,12.564103359400001,13.383463367399999,13.3835001,10.0000000,2970,0.000000000000000,nan,10084.000000000000000
22,1,3727,23,3495,gable,colonial,alum/ vinyl,yes,no,yes,no,no,yes,lower entrance basemet garage ,bd2b,0.000000000000000,-74.587076019999998,40.537128010000004,2,271100,0.114400000000000,2015,1,4983.264159999999720,RES1,1,18.914130000000000,21.914130000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,54.402092944637303,40.828260000000000,0, ,R,467924.750663999991957,620581.783603999996558,1,23,2,6/22/2019-10/7/2020,10,4,142627.270714000012958,189150.583229999989271,12.234671860500001,2.000000000000000,12.564122969100000,12.234671860500001,12.2347002,10.0000000,2185,0.000000000000000,nan,9299.000000000000000
23,1,5421,24,3496,gable,cape cod,alum/ vinyl,yes,no,no,no,no,yes,not split level ,bd2a,2.214770317000000,-74.586920039999995,40.537228010000000,2,157500,0.113600000000000,1978,1,4948.416016000000127,RES1,1,18.920169999999999,21.920169999999999,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,31.828366792675901,40.840339999999998,0, ,R,467967.866013000020757,620618.412353000021540,1,24,2,6/22/2019-10/7/2020,10,377,142639.307189999992261,189163.317620999994688,13.054317293200000,2.000000000000000,12.564120614300000,13.054317293200000,13.0543003,10.0000000,3177,0.000000000000000,nan,10291.000000000000000
24,1,2515,25,3497,gable,cape cod,alum/ vinyl,yes,no,no,no,no,yes,not split level ,bd2a,0.154939249000000,-74.586787020000003,40.537347990000001,2,128100,0.114500000000000,1973,1,4987.620117000000391,RES1,1,5.223770000000000,6.668524000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,25.683591972728401,11.892294000000000,0, ,R,467996.748014000011608,620664.473390000057407,1,25,2,6/22/2019-10/7/2020,10,378,142650.154830999992555,189176.582708000001730,13.005815860500000,2.000000000000000,12.564123417099999,13.005815860500000,13.0058002,10.0000000,1473,0.000000000000000,nan,8587.000000000000000
25,1,6250,26,3498,gable,cape cod,alum/ vinyl,yes,no,no,yes,no,yes,not split level ,bd2a,2.282699585000000,-74.586662959999998,40.537470999999996,2,150600,0.114800000000000,1973,1,5000.687987999999677,RES1,1,2.109639000000000,2.812852000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,30.115856130474501,4.922491000000000,0, ,R,468038.820935000025202,620706.377157000009902,1,26,2,6/22/2019-10/7/2020,10,379,142661.246656000002986,189190.261903000005987,13.036295976700000,2.000000000000000,12.564123787000000,13.036295976700000,13.0362997,10.0000000,3655,0.000000000000000,nan,10769.000000000000000
26,1,6251,27,3499,gable,cape cod,alum/ vinyl,no,no,no,no,no,yes,not split level ,bd2a,2.934189081000000,-74.586523990000003,40.537602010000001,2,125100,0.114600000000000,1972,1,4991.976074000000153,RES1,1,2.462985000000000,3.283980000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,25.060216264169501,5.746965000000000,0, ,R,468077.409905000007711,620753.382121999980882,1,27,2,6/22/2019-10/7/2020,10,380,142672.850505999987945,189204.590817999996943,13.535901324399999,2.000000000000000,12.564150731800000,13.535901324399999,13.5359001,10.0000000,3656,0.000000000000000,nan,10770.000000000000000
27,1,2373,28,3501,gable,cape cod,alum/ vinyl,yes,no,no,yes,no,yes,not split level ,bd2a,3.089496374000000,-74.586208999999997,40.537870020000000,2,127500,0.117200000000000,1980,1,5105.231934000000365,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,24.974379547944000,0.000000000000000,0, ,R,468163.941740999987815,620852.563780999975279,1,28,2,6/22/2019-10/7/2020,10,381,142699.328214999986812,189234.558791999996174,14.645373283700000,2.000000000000000,12.564155744300001,14.645373283700000,14.6454000,10.0000000,1387,0.000000000000000,nan,8501.000000000000000
28,1,6032,29,3502,gable,cape cod,alum/ vinyl,no,yes,no,yes,no,yes,not split level ,bd2a,2.338368416000000,-74.586043959999998,40.538028019999999,2,142600,0.115700000000000,1975,1,5039.892090000000280,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,28.294256593894701,0.000000000000000,0, ,R,468210.642152999993414,620910.087081999983639,1,29,2,6/22/2019-7/13/2019,10,66,142713.583825999987312,189252.132970000006026,15.053672001200001,2.000000000000000,12.564105141800001,15.053672001200001,15.0537004,10.0000000,3523,0.000000000000000,nan,10637.000000000000000
29,1,1962,30,3528,gable,cape cod,alum/ vinyl,yes,yes,no,yes,no,yes,not split level ,bd2a,2.473991156000000,-74.584477969999995,40.538499000000002,2,183400,0.181400000000000,1935,1,7901.784179999999651,RES1,2,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,23.209948009488699,0.000000000000000,0, ,R,468635.527637000021059,621059.935956000001170,1,30,2,6/22/2019-7/13/2019,10,50,142842.425794999988284,189293.656235000002198,14.234159720899999,2.000000000000000,12.564136557699999,14.234159720899999,14.2341995,10.0000000,1135,0.000000000000000,nan,8249.000000000000000
30,1,6133,31,3530,gable,ranch,alum/ vinyl,yes,no,no,yes,no,yes,not split level ,bd2a,2.879640341000000,-74.584888010000000,40.538138990000000,2,117200,0.114800000000000,1972,1,5000.687987999999677,RES1,1,0.000000000000000,0.000000000000000,1001,514,419,5.250596659000000,22.434367540000000,49.403341290000000,13.286713290000000,23.436775155986801,0.000000000000000,0, ,R,468529.315214000002015,620944.202940999995917,1,31,2,6/22/2019-7/13/2019,10,48,142812.171518999995897,189260.518436000013025,14.484000668600000,2.000000000000000,12.564128556100000,14.484000668600000,14.4840002,10.0000000,3584,0.000000000000000,nan,10698.000000000000000
