BID,Nearest_FID,N,M,block_M
1000515,7413,0,0.0,0.221649484536082
1001514,7537,1,0.84020618556701,0.804123711340206
1001515,7537,1,0.376288659793814,0.525773195876289
1002514,7537,1,0.850515463917526,0.865979381443299
1003514,7537,1,0.984536082474227,0.984536082474227
1003515,7537,1,0.762886597938144,0.881443298969072
1004515,7537,1,0.731958762886598,0.943298969072165
1005514,7537,1,0.979381443298969,0.97680412371134
1005515,7413,0,0.0,0.520618556701031
1006514,7537,1,0.948453608247423,0.948453608247423
1006515,7537,0,0.0,0.332474226804124
1007515,7537,0,0.0,0.0515463917525773
1008514,7537,1,0.974226804123711,0.989690721649485
1008515,7537,0,0.0,0.304123711340206
1008516,9689,1,0.38659793814433,0.376288659793814
1009515,7537,1,0.793814432989691,0.876288659793814
1009516,9689,0,0.0,0.170103092783505
1010514,7537,1,0.969072164948454,0.907216494845361
1010515,7537,1,0.752577319587629,0.860824742268041
1011514,7537,1,0.737113402061856,0.646907216494845
1011515,7537,1,0.561855670103093,0.690721649484536
1011516,9689,0,0.0,0.778350515463918
1012514,7537,1,0.695876288659794,0.603092783505155
1012515,7537,0,0.0,0.144329896907216
1012516,9689,0,0.0,0.639175257731959
1013514,7537,1,0.757731958762887,0.762886597938144
1013515,7537,1,0.381443298969072,0.541237113402062
1013516,9689,0,0.0,0.814432989690722
1014514,7537,1,0.95360824742268,0.912371134020619
1014515,7537,0,0.0,0.507731958762887
1014516,9689,1,0.922680412371134,0.97680412371134
1015515,7413,0,0.0,0.154639175257732
1015516,9689,1,0.938144329896907,0.963917525773196
1016514,7537,1,0.93298969072165,0.917525773195876
1016515,7413,0,0.0,0.231958762886598
1016516,9689,0,0.0,0.783505154639175
1017514,7537,1,0.860824742268041,0.845360824742268
1017515,7413,0,0.0,0.0257731958762887
1017516,9689,1,0.963917525773196,0.855670103092783
1018514,7537,1,0.690721649484536,0.711340206185567
1018515,7413,0,0.0,0.293814432989691
1018516,9689,0,0.0,0.0979381443298969
1019514,7537,1,0.994845360824742,0.969072164948454
1019515,7413,0,0.0,0.268041237113402
1019516,9689,0,0.0,0.0360824742268041
1020514,7537,1,0.912371134020619,0.835051546391753
1020515,7413,0,0.0,0.597938144329897
1020516,9689,0,0.0,0.38659793814433
1021514,7537,1,0.876288659793814,0.871134020618557
1021515,7413,0,0.0,0.582474226804124
1022515,7413,0,0.0,0.458762886597938
1023514,7537,1,0.958762886597938,0.922680412371134
1023515,7413,0,0.0,0.0618556701030928
1024514,7537,1,0.943298969072165,0.902061855670103
1024515,7413,0,0.0,0.43298969072165
1024516,9689,0,0.0,0.93298969072165
1025514,7537,1,0.881443298969072,0.77319587628866
1025515,7413,0,0.0,0.577319587628866
1025516,9689,1,0.835051546391753,0.824742268041237
1026514,7537,1,0.829896907216495,0.809278350515464
1026515,7413,0,0.0,0.5
1026516,9689,0,0.0,0.646907216494845
1027515,7413,0,0.0,0.077319587628866
1027516,9689,0,0.0,0.195876288659794
1028515,7413,0,0.0,0.365979381443299
