BID,Nearest_FID,N,M,block_M
1000515,7413,0,0.0,0.164948453608247
1001514,7537,0,0.0,0.757731958762887
1001515,7537,1,0.417525773195876,0.422680412371134
1002514,7537,0,0.0,0.809278350515464
1003514,7537,0,0.0,0.974226804123711
1003515,7537,1,0.804123711340206,0.804123711340206
1004515,7537,0,0.0,0.958762886597938
1005514,7537,0,0.0,0.969072164948454
1005515,7413,0,0.0,0.365979381443299
1006514,7537,0,0.0,0.938144329896907
1006515,7537,0,0.0,0.262886597938144
1007515,7537,0,0.0,0.0567010309278351
1008514,7537,0,0.0,0.994845360824742
1008515,7537,0,0.0,0.298969072164948
1008516,9689,1,0.247422680412371,0.247422680412371
1009515,7537,1,0.77319587628866,0.77319587628866
1009516,9689,0,0.0,0.185567010309278
1010514,7537,0,0.0,0.878865979381443
1010515,7537,1,0.747422680412371,0.747422680412371
1011514,7537,0,0.0,0.56701030927835
1011515,7537,1,0.56701030927835,0.561855670103093
1011516,9689,0,0.0,0.731958762886598
1012514,7537,0,0.0,0.5
1012515,7537,0,0.0,0.221649484536082
1012516,9689,0,0.0,0.592783505154639
1013514,7537,0,0.0,0.690721649484536
1013515,7537,1,0.443298969072165,0.443298969072165
1013516,9689,0,0.0,0.81701030927835
1014514,7537,0,0.0,0.88659793814433
1014515,7537,0,0.0,0.402061855670103
1014516,9689,0,0.0,0.984536082474227
1015515,7413,0,0.0,0.149484536082474
1015516,9689,0,0.0,0.963917525773196
1016514,7537,0,0.0,0.860824742268041
1016515,7413,0,0.0,0.15979381443299
1016516,9689,0,0.0,0.762886597938144
1017514,7537,0,0.0,0.835051546391753
1017515,7413,0,0.0,0.0206185567010309
1017516,9689,1,0.72680412371134,0.72680412371134
1018514,7537,0,0.0,0.65979381443299
1018515,7413,0,0.0,0.231958762886598
1018516,9689,0,0.0,0.0927835051546392
1019514,7537,0,0.0,0.95360824742268
1019515,7413,0,0.0,0.190721649484536
1019516,9689,0,0.0,0.0309278350515464
1020514,7537,0,0.0,0.798969072164949
1020515,7413,0,0.0,0.597938144329897
1020516,9689,0,0.0,0.309278350515464
1021514,7537,0,0.0,0.793814432989691
1021515,7413,0,0.0,0.536082474226804
1022515,7413,0,0.0,0.417525773195876
1023514,7537,0,0.0,0.891752577319588
1023515,7413,0,0.0,0.0670103092783505
1024514,7537,0,0.0,0.871134020618557
1024515,7413,0,0.0,0.345360824742268
1024516,9689,0,0.0,0.948453608247423
1025514,7537,0,0.0,0.711340206185567
1025515,7413,0,0.0,0.525773195876289
1025516,9689,1,0.737113402061856,0.737113402061856
1026514,7537,0,0.0,0.721649484536082
1026515,7413,0,0.0,0.43298969072165
1026516,9689,0,0.0,0.577319587628866
1027515,7413,0,0.0,0.0463917525773196
1027516,9689,0,0.0,0.206185567010309
1028515,7413,0,0.0,0.268041237113402
2000514,7537,0,0.0,0.742268041237113
2000515,7537,0,0.0,0.927835051546392
2001514,7537,0,0.0,0.412371134020619
2001515,7537,0,0.0,1.0
2002515,7537,0,0.0,0.845360824742268
2002516,9689,0,0.0,0.768041237113402
2003514,7537,0,0.0,0.701030927835051
2003515,7537,0,0.0,0.878865979381443
2003516,9689,0,0.0,0.979381443298969
2004514,7537,0,0.0,0.695876288659794
2004515,7537,1,0.304123711340206,0.314432989690722
2004516,9689,0,0.0,0.902061855670103
2005514,7537,0,0.0,0.667525773195876
2005515,7537,1,0.309278350515464,0.304123711340206
2005516,9689,0,0.0,0.907216494845361
2006515,7413,0,0.0,0.123711340206186
2006516,9689,0,0.0,0.288659793814433
2007515,7413,1,0.139175257731959,0.139175257731959
2007516,9689,1,0.242268041237113,0.242268041237113
2008515,7413,1,0.448453608247423,0.61340206185567
2008516,9689,0,0.0,0.587628865979381
2009514,7537,0,0.0,0.93298969072165
2009515,7413,0,0.0,0.324742268041237
2009516,9689,1,0.201030927835052,0.201030927835052
2010514,7537,0,0.0,0.912371134020619
2010515,7413,0,0.0,0.45360824742268
2010516,9689,0,0.0,0.180412371134021
2011515,7413,0,0.0,0.0824742268041237
2011516,9689,1,0.479381443298969,0.474226804123711
2012515,7413,0,0.0,0.195876288659794
2012516,9689,1,0.077319587628866,0.077319587628866
2013515,7413,0,0.0,0.175257731958763
2013516,9689,1,0.556701030927835,0.551546391752577
2014515,7413,0,0.0,0.154639175257732
2015515,7413,0,0.0,0.257731958762887
2016515,7413,0,0.0,0.458762886597938
2016516,9689,0,0.0,0.371134020618557
2017515,7413,0,0.0,0.103092783505155
2017516,9689,0,0.0,0.0618556701030928
2018515,7413,0,0.0,0.0257731958762887
2018516,9689,0,0.0,0.0721649484536082
2019515,7413,0,0.0,0.685567010309278
