BID,Nearest_FID,N,M,block_M
1000515,7413,0,0.0,0.257731958762887
1001514,7537,1,0.871134020618557,0.835051546391753
1001515,7537,1,0.603092783505155,0.664948453608247
1002514,7537,1,0.896907216494845,0.881443298969072
1003514,7537,1,0.958762886597938,0.989690721649485
1003515,7537,1,0.788659793814433,0.850515463917526
1004515,7537,1,0.783505154639175,0.902061855670103
1005514,7537,1,0.95360824742268,0.984536082474227
1005515,7413,0,0.0,0.518041237113402
1006514,7537,1,0.938144329896907,0.93298969072165
1006515,7537,0,0.0,0.329896907216495
1007515,7537,0,0.0,0.0618556701030928
1008514,7537,0,0.0,0.974226804123711
1008515,7537,0,0.0,0.288659793814433
1008516,9689,1,0.577319587628866,0.56701030927835
1009515,7537,1,0.819587628865979,0.860824742268041
1009516,9689,0,0.0,0.190721649484536
1010514,7537,1,0.927835051546392,0.922680412371134
1010515,7537,1,0.922680412371134,0.865979381443299
1011514,7537,1,0.757731958762887,0.737113402061856
1011515,7537,1,0.72680412371134,0.742268041237113
1011516,9689,0,0.0,0.804123711340206
1012514,7537,1,0.762886597938144,0.747422680412371
1012515,7537,0,0.0,0.134020618556701
1012516,9689,0,0.0,0.711340206185567
1013514,7537,1,0.804123711340206,0.855670103092783
1013515,7537,1,0.587628865979381,0.654639175257732
1013516,9689,0,0.0,0.793814432989691
1014514,7537,1,0.902061855670103,0.912371134020619
1014515,7537,0,0.0,0.494845360824742
1014516,9689,0,0.0,0.969072164948454
1015515,7413,0,0.0,0.175257731958763
1015516,9689,0,0.0,0.948453608247423
1016514,7537,1,0.917525773195876,0.943298969072165
1016515,7413,0,0.0,0.262886597938144
1016516,9689,0,0.0,0.788659793814433
1017514,7537,0,0.0,0.809278350515464
1017515,7413,0,0.0,0.0257731958762887
1017516,9689,1,0.891752577319588,0.845360824742268
1018514,7537,1,0.742268041237113,0.77319587628866
1018515,7413,0,0.0,0.293814432989691
1018516,9689,0,0.0,0.103092783505155
1019514,7537,1,0.963917525773196,0.979381443298969
1019515,7413,0,0.0,0.283505154639175
1019516,9689,0,0.0,0.0412371134020619
1020514,7537,1,0.860824742268041,0.84020618556701
1020515,7413,0,0.0,0.561855670103093
1020516,9689,0,0.0,0.381443298969072
1021514,7537,1,0.876288659793814,0.891752577319588
1021515,7413,0,0.0,0.54639175257732
1022515,7413,0,0.0,0.422680412371134
1023514,7537,1,0.93298969072165,0.95360824742268
1023515,7413,0,0.0,0.0670103092783505
1024514,7537,1,0.907216494845361,0.907216494845361
1024515,7413,0,0.0,0.412371134020619
1024516,9689,0,0.0,0.88659793814433
1025514,7537,1,0.829896907216495,0.814432989690722
1025515,7413,0,0.0,0.541237113402062
1025516,9689,1,0.814432989690722,0.819587628865979
1026514,7537,1,0.881443298969072,0.876288659793814
1026515,7413,0,0.0,0.479381443298969
1026516,9689,0,0.0,0.582474226804124
1027515,7413,0,0.0,0.0824742268041237
1027516,9689,0,0.0,0.211340206185567
1028515,7413,0,0.0,0.376288659793814
2000514,7537,1,0.77319587628866,0.783505154639175
2000515,7537,0,0.0,0.963917525773196
2001514,7537,0,0.0,0.252577319587629
2001515,7537,0,0.0,0.994845360824742
2002515,7537,1,0.88659793814433,0.896907216494845
2002516,9689,0,0.0,0.824742268041237
2003514,7537,0,0.0,0.551546391752577
2003515,7537,1,0.835051546391753,0.871134020618557
2003516,9689,0,0.0,0.927835051546392
2004514,7537,0,0.0,0.536082474226804
2004515,7537,1,0.561855670103093,0.592783505154639
2004516,9689,0,0.0,0.958762886597938
2005514,7537,0,0.0,0.489690721649485
2005515,7537,1,0.654639175257732,0.618556701030928
2005516,9689,1,0.948453608247423,0.938144329896907
2006515,7413,0,0.0,0.126288659793814
2006516,9689,0,0.0,0.278350515463918
2007515,7413,1,0.494845360824742,0.484536082474227
2007516,9689,1,0.639175257731959,0.61340206185567
2008515,7413,1,0.731958762886598,0.762886597938144
2008516,9689,0,0.0,0.574742268041237
2009514,7537,0,0.0,0.716494845360825
2009515,7413,0,0.0,0.417525773195876
2009516,9689,1,0.551546391752577,0.525773195876289
2010514,7537,0,0.0,0.690721649484536
2010515,7413,0,0.0,0.518041237113402
2010516,9689,0,0.0,0.164948453608247
2011515,7413,0,0.0,0.077319587628866
2011516,9689,1,0.752577319587629,0.752577319587629
2012515,7413,0,0.0,0.195876288659794
2012516,9689,1,0.515463917525773,0.510309278350515
2013515,7413,0,0.0,0.126288659793814
2013516,9689,1,0.798969072164949,0.798969072164949
2014515,7413,0,0.0,0.0979381443298969
2015515,7413,0,0.0,0.216494845360825
2016515,7413,0,0.0,0.43298969072165
2016516,9689,0,0.0,0.407216494845361
2017515,7413,0,0.0,0.0567010309278351
2017516,9689,0,0.0,0.0721649484536082
2018515,7413,0,0.0,0.0154639175257732
2018516,9689,0,0.0,0.118556701030928
2019515,7413,0,0.0,0.628865979381443
2019516,9689,0,0.0,0.365979381443299
2020515,7413,1,0.778350515463918,0.768041237113402
2020516,9689,0,0.0,0.0051546391752577
2021516,9689,0,0.0,0.239690721649485
2022515,7537,0,0.0,1.0
2022516,9689,1,0.809278350515464,0.829896907216495
2023516,9689,0,0.0,0.440721649484536
2024516,9689,0,0.0,0.144329896907216
2025516,9689,0,0.0,0.396907216494845
2026516,9689,0,0.0,0.335051546391753
2027516,9689,0,0.0,0.0103092783505155
2029516,9689,0,0.0,0.350515463917526
2030516,9689,0,0.0,0.0463917525773196
2034516,7413,0,0.0,0.0206185567010309
2035516,7413,0,0.0,0.149484536082474
2036516,7413,0,0.0,0.5
2037516,7413,0,0.0,0.247422680412371
2038516,7413,0,0.0,0.154639175257732
2039516,9689,0,0.0,0.324742268041237
2040516,9689,0,0.0,0.27319587628866
2041516,9689,0,0.0,0.304123711340206
2042516,7413,0,0.0,0.0927835051546392
2045516,9689,0,0.0,0.108247422680412
2046516,9689,0,0.0,0.0360824742268041
2047516,7413,0,0.0,0.0309278350515464
2048516,7413,0,0.0,0.11340206185567
2049516,7413,0,0.0,0.402061855670103
2050516,7413,0,0.0,0.0876288659793814
2051516,7413,0,0.0,0.0515463917525773
2052516,7413,0,0.0,0.239690721649485
3000514,7413,1,0.701030927835051,0.731958762886598
3001514,7413,0,0.0,0.530927835051546
3002514,7413,0,0.0,0.268041237113402
3003514,7413,0,0.0,0.608247422680412
3005514,7413,1,0.865979381443299,0.917525773195876
3006514,7413,0,0.0,0.623711340206186
3007514,7413,0,0.0,0.22680412371134
3010514,7413,0,0.0,0.600515463917526
3011514,7413,0,0.0,0.182989690721649
3012514,7413,0,0.0,0.458762886597938
3013514,7413,0,0.0,0.448453608247423
3014514,7413,0,0.0,0.139175257731959
3015514,7413,0,0.0,0.345360824742268
3016514,7413,0,0.0,0.706185567010309
3017514,7413,0,0.0,0.65979381443299
3018514,7413,0,0.0,0.463917525773196
3019514,7413,0,0.0,0.505154639175258
3020514,7413,0,0.0,0.206185567010309
3021514,7413,0,0.0,0.471649484536082
3025514,7537,1,0.680412371134021,0.639175257731959
3026514,7537,0,0.0,0.695876288659794
3027514,7537,0,0.0,0.170103092783505
3028514,7537,0,0.0,0.314432989690722
3029514,7537,0,0.0,0.319587628865979
3030514,7537,1,0.737113402061856,0.72680412371134
3031514,7537,0,0.0,0.556701030927835
3032514,7537,1,0.768041237113402,0.778350515463918
3033514,7537,1,0.721649484536082,0.701030927835051
3034514,7537,0,0.0,0.360824742268041
3036514,7537,1,0.793814432989691,0.757731958762887
3037514,7537,1,0.708762886597938,0.685567010309278
3038514,7537,0,0.0,0.298969072164948
3039514,7537,0,0.0,0.471649484536082
3040514,7413,0,0.0,0.38659793814433
3041514,7413,0,0.0,0.45360824742268
3042514,7413,0,0.0,0.309278350515464
3043514,7413,0,0.0,0.680412371134021
3044514,7413,0,0.0,0.355670103092784
3045514,7413,0,0.0,0.201030927835052
3046514,7413,0,0.0,0.371134020618557
3047514,7413,0,0.0,0.231958762886598
3048514,7413,1,0.695876288659794,0.649484536082474
3049514,7413,0,0.0,0.391752577319588
3050514,7413,0,0.0,0.440721649484536
3051514,7413,0,0.0,0.15979381443299
3052514,7413,0,0.0,0.34020618556701
3054514,7413,0,0.0,0.675257731958763
3056514,7413,0,0.0,0.600515463917526
3057514,7413,0,0.0,0.634020618556701
3058514,7413,0,0.0,0.587628865979381
3059514,7413,0,0.0,0.182989690721649
3060514,7413,0,0.0,0.644329896907217
3061514,7413,0,0.0,0.427835051546392
3062514,7413,0,0.0,0.574742268041237
3063514,7413,0,0.0,0.221649484536082
3064514,7413,0,0.0,0.670103092783505
3066514,7413,0,0.0,0.721649484536082
