BID,Nearest_FID,N,M,block_M
1000515,7413,0,0.0,0.170103092783505
1001514,7537,0,0.0,0.860824742268041
1001515,7537,1,0.494845360824742,0.603092783505155
1002514,7537,0,0.0,0.881443298969072
1003514,7537,0,0.0,0.989690721649485
1003515,7537,1,0.721649484536082,0.84020618556701
1004515,7537,1,0.762886597938144,0.922680412371134
1005514,7537,0,0.0,0.984536082474227
1005515,7413,0,0.0,0.407216494845361
1006514,7537,0,0.0,0.935567010309278
1006515,7537,0,0.0,0.255154639175258
1007515,7537,0,0.0,0.0515463917525773
1008514,7537,0,0.0,0.979381443298969
1008515,7537,0,0.0,0.262886597938144
1008516,9689,1,0.551546391752577,0.479381443298969
1009515,7537,1,0.809278350515464,0.855670103092783
1009516,9689,0,0.0,0.175257731958763
1010514,7537,0,0.0,0.917525773195876
1010515,7537,1,0.896907216494845,0.850515463917526
1011514,7537,0,0.0,0.711340206185567
1011515,7537,1,0.706185567010309,0.701030927835051
1011516,9689,0,0.0,0.809278350515464
1012514,7537,0,0.0,0.731958762886598
1012515,7537,0,0.0,0.154639175257732
1012516,9689,0,0.0,0.685567010309278
1013514,7537,0,0.0,0.845360824742268
1013515,7537,1,0.484536082474227,0.597938144329897
1013516,9689,0,0.0,0.819587628865979
1014514,7537,0,0.0,0.912371134020619
1014515,7537,0,0.0,0.43298969072165
1014516,9689,0,0.0,0.969072164948454
1015515,7413,0,0.0,0.144329896907216
1015516,9689,0,0.0,0.958762886597938
1016514,7537,0,0.0,0.927835051546392
1016515,7413,0,0.0,0.162371134020619
1016516,9689,0,0.0,0.804123711340206
1017514,7537,0,0.0,0.835051546391753
1017515,7413,0,0.0,0.0257731958762887
1017516,9689,1,0.88659793814433,0.829896907216495
1018514,7537,1,0.804123711340206,0.783505154639175
1018515,7413,0,0.0,0.221649484536082
1018516,9689,0,0.0,0.0979381443298969
1019514,7537,0,0.0,0.974226804123711
1019515,7413,0,0.0,0.195876288659794
1019516,9689,0,0.0,0.0309278350515464
1020514,7537,0,0.0,0.865979381443299
1020515,7413,0,0.0,0.536082474226804
1020516,9689,0,0.0,0.329896907216495
1021514,7537,0,0.0,0.88659793814433
1021515,7413,0,0.0,0.505154639175258
1022515,7413,0,0.0,0.396907216494845
1023514,7537,0,0.0,0.948453608247423
1023515,7413,0,0.0,0.0670103092783505
1024514,7537,0,0.0,0.896907216494845
1024515,7413,0,0.0,0.365979381443299
1024516,9689,0,0.0,0.907216494845361
1025514,7537,0,0.0,0.814432989690722
1025515,7413,0,0.0,0.494845360824742
1025516,9689,1,0.855670103092783,0.798969072164949
1026514,7537,0,0.0,0.871134020618557
1026515,7413,0,0.0,0.451030927835052
1026516,9689,0,0.0,0.556701030927835
1027515,7413,0,0.0,0.0618556701030928
1027516,9689,0,0.0,0.190721649484536
1028515,7413,0,0.0,0.298969072164948
2000514,7537,1,0.768041237113402,0.793814432989691
2000515,7537,0,0.0,0.963917525773196
2001514,7537,0,0.0,0.335051546391753
2001515,7537,0,0.0,1.0
2002515,7537,1,0.865979381443299,0.891752577319588
2002516,9689,0,0.0,0.824742268041237
2003514,7537,0,0.0,0.587628865979381
2003515,7537,1,0.845360824742268,0.876288659793814
2003516,9689,0,0.0,0.935567010309278
2004514,7537,0,0.0,0.582474226804124
2004515,7537,1,0.520618556701031,0.515463917525773
2004516,9689,0,0.0,0.95360824742268
2005514,7537,0,0.0,0.56701030927835
